,precision,recall,f1-score,support
corona,0.8522504892367906,0.8942505133470225,0.872745490981964,974.0
web2,0.8929313929313929,0.8504950495049505,0.8711967545638944,1010.0
macro avg,0.8725909410840917,0.8723727814259865,0.8719711227729292,1984.0
weighted avg,0.8729600218635791,0.8719758064516129,0.8719570717368783,1984.0
