,precision,recall,f1-score,support
corona,0.8950050968399592,0.8931841302136317,0.8940936863543788,983.0
web2,0.8953140578265204,0.8971028971028971,0.8962075848303394,1001.0
macro avg,0.8951595773332398,0.8951435136582644,0.8951506355923591,1984.0
weighted avg,0.8951609788699733,0.8951612903225806,0.8951602248495585,1984.0
