,precision,recall,f1-score,support
corona,0.37037037037037035,0.2631578947368421,0.30769230769230765,38.0
web1,0.7706502636203867,0.8657453109575518,0.8154346815434682,1013.0
web2,0.6342182890855457,0.4746136865342163,0.5429292929292929,453.0
macro avg,0.5917463076921009,0.53450563074287,0.555352094055023,1504.0
weighted avg,0.71944393356202,0.7327127659574468,0.7205283309792625,1504.0
