,precision,recall,f1-score,support
corona,0.7006802721088435,0.7518248175182481,0.7253521126760563,137.0
web2,0.9661691542288557,0.9566502463054187,0.9613861386138615,1015.0
macro avg,0.8334247131688497,0.8542375319118334,0.8433691256449589,1152.0
weighted avg,0.9345962576572917,0.9322916666666666,0.9333161199042439,1152.0
