,precision,recall,f1-score,support
corona,0.9384133611691023,0.9268041237113402,0.9325726141078838,970.0
web2,0.9307992202729045,0.9418145956607495,0.9362745098039216,1014.0
macro avg,0.9346062907210034,0.9343093596860449,0.9344235619559027,1984.0
weighted avg,0.9345218597231626,0.9344758064516129,0.9344646112025322,1984.0
