,precision,recall,f1-score,support
corona,0.9672466734902764,0.9228515625,0.9445277361319341,1024.0
web2,0.784741144414169,0.9,0.8384279475982535,320.0
macro avg,0.8759939089522226,0.91142578125,0.8914778418650937,1344.0
weighted avg,0.9237929760912031,0.9174107142857143,0.919265881719153,1344.0
