,precision,recall,f1-score,support
corona,0.7650462962962963,0.6899791231732777,0.725576289791438,958.0
web1,0.5712830957230143,0.5457198443579766,0.5582089552238806,1028.0
web2,0.5513274336283186,0.6292929292929293,0.5877358490566038,990.0
macro avg,0.629218941882543,0.6216639656080613,0.6238403646906409,2976.0
weighted avg,0.6270186604661109,0.6199596774193549,0.6219083945417959,2976.0
