,precision,recall,f1-score,support
corona,0.8635097493036211,0.8671328671328671,0.865317515701326,715.0
web2,0.9028629856850716,0.9001019367991845,0.9014803471158754,981.0
macro avg,0.8831863674943463,0.8836174019660258,0.8833989314086007,1696.0
weighted avg,0.8862724408662407,0.8862028301886793,0.886234813824954,1696.0
