,precision,recall,f1-score,support
corona,0.9157245632065776,0.930062630480167,0.9228379078197826,958.0
web1,0.9301868239921337,0.9211295034079844,0.9256360078277887,1027.0
web2,0.8742393509127789,0.8698284561049445,0.8720283257460799,991.0
macro avg,0.9067169127038301,0.907006863331032,0.9068340804645505,2976.0
weighted avg,0.9069009396997266,0.9069220430107527,0.9068840613389971,2976.0
