epoch,duration,f1_test,f1_train,last_is_best,loss_test,loss_train,max_record_id
1,0 days,0.8057588257428671,0.7877319508072281,False,0.3995174691081047,0.4451867071500265,4
2,0 days,0.8232807980095336,0.8180164127111459,False,0.39954703685737425,0.3884430378675461,4
3,0 days,0.806292996347007,0.8306971911520956,False,0.40817158957642896,0.3694230083480896,4
4,0 days,0.813690983774137,0.83521352482791,False,0.4153149834563655,0.3602053643948582,4
5,0 days,0.8235032776998655,0.8476365303140917,False,0.38570382253777596,0.3394987068501821,4
6,0 days,0.5881313819016831,0.5821610354571154,False,0.8399176123321698,0.8524775388725301,4
7,0 days,0.5356812585382117,0.619691384901,False,0.8833015029148389,0.7987750025994,4
8,0 days,0.6188988445951991,0.6313264519832674,False,0.7910972993860963,0.77991782041157,4
9,0 days,0.5997501517583699,0.6473554257201516,False,0.8074930784522846,0.7485679074882824,4
10,0 days,0.6084259184794337,0.6599157926211398,False,0.8163841225767648,0.7266948446233005,4
