,precision,recall,f1-score,support
corona,0.8888888888888888,0.9666666666666667,0.9261477045908182,240.0
web1,0.83729216152019,0.793918918918919,0.815028901734104,888.0
web2,0.7858017135862914,0.8106060606060606,0.798011187072716,792.0
macro avg,0.8373275879984567,0.8570638820638821,0.8463959311325461,1920.0
weighted avg,0.8225019426685443,0.8223958333333333,0.8218989447933708,1920.0
