,precision,recall,f1-score,support
corona,0.816247582205029,0.8656410256410256,0.8402190144350423,975.0
web2,0.8621052631578947,0.8116947472745293,0.8361408882082696,1009.0
macro avg,0.8391764226814619,0.8386678864577775,0.8381799513216559,1984.0
weighted avg,0.8395693564396265,0.8382056451612904,0.8381450076997533,1984.0
