,precision,recall,f1-score,support
corona,0.7891459074733096,0.9116135662898253,0.8459704339532665,973.0
web2,0.9,0.7655786350148368,0.8273650454302514,1011.0
macro avg,0.8445729537366549,0.838596100652331,0.836667739691759,1984.0
weighted avg,0.8456345604695212,0.8371975806451613,0.8364895630879599,1984.0
