,precision,recall,f1-score,support
corona,0.9505376344086022,0.9122807017543859,0.9310163243812534,969.0
web2,0.9193548387096774,0.954679802955665,0.9366843885935234,1015.0
macro avg,0.9349462365591398,0.9334802523550254,0.9338503564873883,1984.0
weighted avg,0.9345847424557753,0.9339717741935484,0.933916064893075,1984.0
