,precision,recall,f1-score,support
corona,0.6,0.5067567567567568,0.5494505494505495,148.0
web1,0.6628679962013295,0.707193515704154,0.6843137254901961,987.0
web2,0.7141327623126338,0.6827021494370522,0.6980638409209836,977.0
macro avg,0.6590002528379877,0.6322174739659877,0.6439427052872431,2112.0
weighted avg,0.6821772826847327,0.6818181818181818,0.6812238167411485,2112.0
