,precision,recall,f1-score,support
corona,0.7560975609756098,0.7209302325581395,0.7380952380952381,43.0
web2,0.9745222929936306,0.9786780383795309,0.9765957446808511,469.0
macro avg,0.8653099269846202,0.8498041354688353,0.8573454913880446,512.0
weighted avg,0.9561780283905545,0.95703125,0.956565428698075,512.0
