,precision,recall,f1-score,support
corona,0.6388888888888888,0.6133333333333333,0.6258503401360543,150.0
web2,0.9424603174603174,0.9481037924151696,0.9452736318407959,1002.0
macro avg,0.7906746031746031,0.7807185628742515,0.7855619859884251,1152.0
weighted avg,0.9029327876984126,0.9045138888888888,0.9036820574000743,1152.0
