epoch,duration,f1_test,f1_train,last_is_best,loss_test,loss_train,max_record_id
1,0 days,0.5897240666661097,0.5818631314121601,False,0.8273154394600981,0.860839804759294,13
2,0 days,0.6137701220156483,0.6171669540865418,False,0.8023513267117162,0.8035873026854231,13
3,0 days,0.6043684098255917,0.6296467102654919,False,0.8118927478790283,0.7781509923231825,13
4,0 days,0.6130088966949155,0.6497733897194721,False,0.8068819180611642,0.7526345955302824,13
5,0 days,0.6238264292738828,0.6584590782823835,False,0.8068659286345204,0.7337175770675209,13
6,0 days,0.6244770947962255,0.6704894667523923,False,0.7932801592734552,0.7112989044541008,13
7,0 days,0.6128228628128322,0.6864821876614804,False,0.8038054986666607,0.6904843054891592,13
8,0 days,0.6290415464163218,0.6942252303110927,False,0.8154377918089589,0.669128540853393,13
9,0 days,0.6071543118706589,0.7163238218240378,False,0.8415171061792681,0.6445290998383437,13
10,0 days,0.6245460087908856,0.726009481793556,False,0.8475781365107464,0.6185417766545477,13
11,0 days,0.6171209535932697,0.7374299319340214,False,0.871451517587067,0.5961612129019668,13
12,0 days,0.6226241122063825,0.7540769875271633,False,0.8454072747820167,0.5696904203048021,13
13,0 days,0.6264692264841913,0.7614933116347921,False,0.8680532613108235,0.5481836719902846,13
14,0 days,0.6375385285712716,0.7714407521410288,False,0.8781731679875363,0.5254091677972522,13
15,0 days,0.6229505510491119,0.7849757467295585,False,0.9103098229695392,0.5065463696663884,13
16,0 days,0.6282965251234719,0.7953149182985062,False,0.8934105426393529,0.48241694151716,13
17,0 days,0.6250797827134519,0.8001709684939377,False,0.9595896777927234,0.4681853516571643,13
18,0 days,0.623312675104388,0.8151911316632906,False,0.981030709000044,0.44338783501939544,13
19,0 days,0.6170146152230657,0.8178864825344542,False,1.0220889583710702,0.4331720045520537,13
20,0 days,0.6081500237786099,0.8267725883945709,False,1.0607149722755596,0.41307921467933195,13
21,0 days,0.6235791270735298,0.8339654015187217,False,1.0400419312138711,0.3988300044558962,13
22,0 days,0.6168239951296121,0.8432685014405737,False,1.0806772324346727,0.3809112838741602,13
23,0 days,0.6151263736871905,0.8498875003126932,False,1.112435217826597,0.37021270030784864,13
24,0 days,0.6209421196236772,0.8534453841656154,False,1.1306881840511034,0.3577869270026844,13
25,0 days,0.6092451854846215,0.8559106733604881,False,1.1704114111520911,0.3513925602464829,13
26,0 days,0.6122082717155322,0.8667700545481128,False,1.177760641421041,0.3346925408007632,13
27,0 days,0.6271868911317785,0.8667312195902783,False,1.187185590626091,0.3264483506853715,13
28,0 days,0.6317465811487343,0.8744040879355633,False,1.1969925527290632,0.31008552753893365,13
29,0 days,0.6260312510506735,0.8776863002593055,False,1.265388632333407,0.30263040897913335,13
30,0 days,0.6142834528560998,0.8807841314614588,False,1.3104876927150193,0.29584409871785317,13
31,0 days,0.629937461851934,0.8825814548506282,False,1.3051124400989984,0.28855972553306225,13
32,0 days,0.6137810681549303,0.8931973290552668,False,1.3228078830626704,0.27897092282532365,13
33,0 days,0.6090057774900391,0.8938391366158915,False,1.3779349000223222,0.2664460227812263,13
34,0 days,0.6294032818680924,0.8951490212542679,False,1.4133304879870465,0.26478673361900984,13
35,0 days,0.6200917926764075,0.8995024873259053,False,1.40544290824603,0.25563222976855876,13
36,0 days,0.618504239410486,0.90040550500046,False,1.393023475523918,0.2538751827068527,13
37,0 days,0.6294752556148531,0.9025846688006836,False,1.4615075421589676,0.24286715219910918,13
38,0 days,0.6132421875628085,0.9029909277428559,False,1.4633033839605187,0.2386765048087602,13
39,0 days,0.6209553839050872,0.9052398543530765,False,1.5403806958147275,0.23564054140816107,13
40,0 days,0.6142662657726795,0.9110271145481507,False,1.509927991256919,0.22396969090118485,13
41,0 days,0.6155532760804935,0.9078605994420186,False,1.515367644448434,0.2289621973105634,13
42,0 days,0.618949221674228,0.9102397668222879,False,1.5348079691651046,0.22279310597970722,13
43,0 days,0.608792038795591,0.9120643301043141,False,1.534658719134587,0.2271220773488443,13
44,0 days,0.6092624946099415,0.9144597459085845,False,1.5935204400811145,0.2111800989740336,13
45,0 days,0.6019483129972552,0.914771928347875,False,1.5938656208335713,0.21153842215363844,13
46,0 days,0.6133218587352578,0.9229054168941393,False,1.600251466356298,0.1956103391166347,13
47,0 days,0.6099362221931923,0.9233227028968168,False,1.5907931020182948,0.19673763549120113,13
48,0 days,0.6218929638191902,0.920922276416414,False,1.6947655133021775,0.19584211745067193,13
49,0 days,0.6069021466430772,0.9267297700877604,False,1.598768250916594,0.1904114050336242,13
50,0 days,0.6123784242652862,0.9220108948667819,False,1.6414114672650573,0.1967233011484066,13
