,precision,recall,f1-score,support
corona,0.6865148861646234,0.8175182481751825,0.746311280342694,959.0
web1,0.6121437422552665,0.48148148148148145,0.5390070921985816,1026.0
web2,0.5686465433300877,0.5893037336024218,0.578790882061447,991.0
macro avg,0.6224350572499926,0.6294344877530286,0.6213697515342408,2976.0
weighted avg,0.6216249932210666,0.6256720430107527,0.6190576473680384,2976.0
