epoch,duration,f1_test,f1_train,loss_test,loss_train
1,0 days 00:13:29.609305,0.9200692101987806,0.8891680322601374,0.2060521988513973,0.2559636013605315
2,0 days 00:13:33.119518,0.9225088713709132,0.9137099414673635,0.19278555221623617,0.2123817603051237
3,0 days 00:13:31.073624,0.9309794930254517,0.9189297061648463,0.18895059958048757,0.19383349502187205
4,0 days 00:13:03.166375,0.9321722127373655,0.9307922444947003,0.18058381629237666,0.17849085716723673
5,0 days 00:13:46.947178,0.9333161199042439,0.9297180118952354,0.1941080419250013,0.17176825031170773
