,precision,recall,f1-score,support
corona,0.8379578246392897,0.7815734989648033,0.80878414568827,966.0
web1,0.9691417550626809,0.9852941176470589,0.9771511910549344,1020.0
web2,0.7909441233140655,0.8292929292929293,0.8096646942800789,990.0
macro avg,0.866014567672012,0.8653868486349304,0.8652000103410944,2976.0
weighted avg,0.8672804203112947,0.8672715053763441,0.8667835171196843,2976.0
