,precision,recall,f1-score,support
corona,0.8032319391634981,0.8720330237358102,0.8362196932211777,969.0
web2,0.8669527896995708,0.7960591133004926,0.829994863893169,1015.0
macro avg,0.8350923644315345,0.8340460685181514,0.8331072785571734,1984.0
weighted avg,0.8358310638077087,0.8331653225806451,0.8330351157171814,1984.0
