epoch,duration,f1_test,f1_train,last_is_best,loss_test,loss_train,max_record_id
1,0 days,0.6123570754908096,0.5845350519588022,False,0.8101630710786388,0.8515963783876144,17
2,0 days,0.5994148165777232,0.6162136084488213,False,0.8141447222361,0.8027182154476962,17
3,0 days,0.5890487942065769,0.6317490805809917,False,0.8390027226940278,0.7752097886513899,17
4,0 days,0.5819781815565733,0.6482735313544288,False,0.8418487515500797,0.749925439768934,17
5,0 days,0.6147753235386331,0.6611323648999334,False,0.8090313833246949,0.7264850404173295,17
6,0 days,0.6107930146528556,0.6813393045294178,False,0.79495959320376,0.6958402035070613,17
7,0 days,0.6219083945417959,0.6981554178007564,False,0.8203682297019548,0.6666605208009322,17
8,0 days,0.618551155881886,0.7115829829998566,False,0.8175187216651055,0.6324856768954884,17
9,0 days,0.6141670016197588,0.7312751101456064,False,0.8402836027965751,0.6085042070577489,17
10,0 days,0.6110436888250192,0.7471985286858391,False,0.8766635816584352,0.5756833166840242,17
11,0 days,0.7837560012404969,0.7875067348866879,False,0.4248367961375944,0.44048567624934704,17
12,0 days,0.8208379241379146,0.8166312577546422,False,0.39807974931693846,0.3960422955483318,17
13,0 days,0.7948218126100693,0.8275609362854646,False,0.41471820444830004,0.3772531065596155,17
14,0 days,0.8189021517682885,0.8369700129047632,False,0.38855133902642036,0.3625491631916728,17
15,0 days,0.8110481143371249,0.8414914007752986,False,0.4052052089283543,0.3471542285029668,17
16,0 days,0.8244846259594174,0.8497727168466643,False,0.3928278261615384,0.3262400203440563,17
17,0 days,0.8241779956918784,0.8609409802055709,False,0.4155759455696229,0.30921904715787935,17
18,0 days,0.8330351157171814,0.8659646154468889,False,0.385040401210708,0.30030571498784675,17
19,0 days,0.7971631127041142,0.8785050999246278,False,0.4472302864155462,0.27925113471875707,17
20,0 days,0.8285537019073972,0.8854164121846927,False,0.4023795942625692,0.26450274247361955,17
