epoch,duration,f1_test,f1_train,last_is_best,loss_test,loss_train,max_record_id
1,0 days,0.5837085820203272,0.5899252019150837,True,0.7830144356597554,0.7981533428256431,9
2,0 days,0.6282176495231911,0.6156849802614165,True,0.7466731676549623,0.7564688345019737,9
3,0 days,0.6121384217397488,0.6391199060926979,True,0.7667730730591398,0.7280139723297362,9
4,0 days,0.592403251142667,0.6479414414787267,True,0.7739571238105948,0.7119205577319927,9
5,0 days,0.6354446619870611,0.652464834928194,True,0.7417913991393466,0.6974287321058552,9
6,0 days,0.6212851943210183,0.6754758723000979,True,0.7865170014627052,0.6701080275608806,9
7,0 days,0.6256239961142225,0.685482642747706,True,0.7460039659883037,0.6515028674281045,9
8,0 days,0.626306597741911,0.7008064409371687,True,0.7540476114460917,0.6209305659885264,9
9,0 days,0.6293827256664405,0.7096875197634847,True,0.7591205356699048,0.6098459120770072,9
10,0 days,0.6415095273666085,0.7286594674553033,True,0.7768731415271759,0.5748787834849697,9
