epoch,duration,f1_test,f1_train,loss_test,loss_train
1,0 days 00:34:37.859295,0.9701226044601132,0.955830906639142,0.07285837117693496,0.10600598904014034
2,0 days 00:35:21.028966,0.9764835358384869,0.9793624215139155,0.06536895519088486,0.053766209126033866
3,0 days 00:34:15.631324,0.977444789016682,0.9817244443504524,0.07841803779061544,0.04549107524359342
4,0 days 00:35:54.200415,0.9813362831671192,0.9858487894688274,0.06753411407042993,0.03586030194394566
5,0 days 00:35:59.233559,0.9754385361254942,0.9908747958289128,0.08548226252226848,0.030007014477395677
