,precision,recall,f1-score,support
corona,0.9719626168224299,0.9411764705882353,0.9563218390804599,221.0
web2,0.9839506172839506,0.9925280199252802,0.9882207067575945,803.0
macro avg,0.9779566170531903,0.9668522452567577,0.9722712729190273,1024.0
weighted avg,0.9813633632780951,0.9814453125,0.9813362831671192,1024.0
