,precision,recall,f1-score,support
corona,0.7924720244150559,0.8097713097713097,0.8010282776349613,962.0
web1,0.6010928961748634,0.6426484907497566,0.6211764705882354,1027.0
web2,0.641340782122905,0.5815602836879432,0.6099893730074389,987.0
macro avg,0.6783019009042749,0.677993361403003,0.6773980404102119,2976.0
weighted avg,0.676305055045086,0.6764112903225806,0.6756038136886064,2976.0
