,precision,recall,f1-score,support
corona,0.7954768928220256,0.8435870698644421,0.8188259109311742,959.0
web1,0.950852557673019,0.920388349514563,0.935372471632955,1030.0
web2,0.816008316008316,0.795339412360689,0.8055413032324269,987.0
macro avg,0.8541125888344535,0.8531049439132313,0.8532465619321853,2976.0
weighted avg,0.8560620572982998,0.8541666666666666,0.8547570432309628,2976.0
