,precision,recall,f1-score,support
corona,0.8804034582132565,0.8545454545454545,0.8672817601135557,715.0
web2,0.8962075848303394,0.9153924566768603,0.9056984367120524,981.0
macro avg,0.8883055215217979,0.8849689556111574,0.8864900984128041,1696.0
weighted avg,0.8895448781491989,0.8897405660377359,0.8895027269432285,1696.0
