,precision,recall,f1-score,support
corona,0.8365019011406845,0.9157127991675338,0.8743169398907105,961.0
web1,0.845631067961165,0.8472762645914397,0.8464528668610302,1028.0
web2,0.941834451901566,0.8530901722391084,0.8952684742158427,987.0
macro avg,0.8746558070011385,0.8720264119993605,0.8720127603225278,2976.0
weighted avg,0.8745892704593821,0.8713037634408602,0.8716404940924557,2976.0
