,precision,recall,f1-score,support
corona,0.6933884297520662,0.8694300518134715,0.7714942528735633,965.0
web1,0.6269185360094451,0.5221238938053098,0.5697424892703863,1017.0
web2,0.7001127395715896,0.6455301455301455,0.6717144402379663,962.0
macro avg,0.6734732351110336,0.6790280303829755,0.6709837274606386,2944.0
weighted avg,0.6726237912025199,0.6762907608695652,0.6691947544564861,2944.0
