epoch,duration,f1_test,f1_train,loss_test,loss_train
1,0 days 00:25:50.140314,0.583434352353859,0.5811171607066531,0.8259386835906032,0.8605855119229361
2,0 days 00:27:40.869917,0.5975944454323936,0.615950407753605,0.8050224973399542,0.8038541687034705
3,0 days 00:27:49.340512,0.6155055222235521,0.6333116318152014,0.7979672275181794,0.7731101166724121
4,0 days 00:27:23.417411,0.6214612984465008,0.6489151580965542,0.7925950207756561,0.7554531013609446
5,0 days 00:27:43.931511,0.612335378086602,0.6676404135143716,0.8038630771285761,0.7268809565081937
