,precision,recall,f1-score,support
corona,0.8418467583497053,0.873598369011213,0.8574287143571786,981.0
web2,0.8716356107660456,0.839481555333998,0.8552564753682073,1003.0
macro avg,0.8567411845578754,0.8565399621726055,0.8563425948626929,1984.0
weighted avg,0.8569063445259095,0.8563508064516129,0.8563305511989436,1984.0
