,precision,recall,f1-score,support
corona,0.8381443298969072,0.8433609958506224,0.8407445708376422,964.0
web1,0.6329896907216495,0.5978578383641675,0.614922383575363,1027.0
web2,0.6332046332046332,0.665989847715736,0.6491835724888667,985.0
macro avg,0.7014462179410633,0.702402893976842,0.7016168423006239,2976.0
weighted avg,0.6995154939846493,0.6999327956989247,0.699411583709986,2976.0
