,precision,recall,f1-score,support
corona,0.8972677595628415,0.8429158110882957,0.8692429857067231,974.0
web2,0.8568755846585594,0.906930693069307,0.8811928811928812,1010.0
macro avg,0.8770716721107005,0.8749232520788013,0.8752179334498021,1984.0
weighted avg,0.8767052108464479,0.8755040322580645,0.8753263498403014,1984.0
