,precision,recall,f1-score,support
corona,0.8472906403940886,0.8279181708784596,0.837492391965916,831.0
web2,0.8586956521739131,0.8751258811681772,0.8668329177057358,993.0
macro avg,0.8529931462840008,0.8515220260233185,0.8521626548358259,1824.0
weighted avg,0.8534996188465918,0.8536184210526315,0.8534656058144034,1824.0
