,precision,recall,f1-score,support
corona,0.7353760445682451,0.822429906542056,0.776470588235294,963.0
web1,0.6178960096735188,0.5019646365422397,0.553929539295393,1018.0
web2,0.6567307692307692,0.7092419522326064,0.6819770344483275,963.0
macro avg,0.6700009411575111,0.6778788317723007,0.6707923873263382,2944.0
weighted avg,0.6690275134293794,0.6745923913043478,0.668609147977934,2944.0
