,precision,recall,f1-score,support
corona,0.9638009049773756,0.9681818181818181,0.9659863945578231,220.0
web2,0.9912826899128269,0.9900497512437811,0.9906658369632857,804.0
macro avg,0.9775417974451013,0.9791157847127996,0.9783261157605544,1024.0
weighted avg,0.9853784001806011,0.9853515625,0.9853636130089871,1024.0
