,precision,recall,f1-score,support
corona,0.47619047619047616,0.43209876543209874,0.4530744336569579,162.0
web1,0.6561822125813449,0.6117290192113246,0.6331763474620618,989.0
web2,0.6471716203259827,0.7023933402705516,0.6736526946107785,961.0
macro avg,0.5931814363659346,0.5820737083046583,0.5866344919099328,2112.0
weighted avg,0.6382760381245628,0.6392045454545454,0.6377792165782975,2112.0
