epoch,duration,f1_test,f1_train,last_is_best,loss_test,loss_train,max_record_id
1,0 days,0.5873897772021411,0.5807224813673895,False,0.8321984326967629,0.8624111649657702,13
2,0 days,0.5959166654738186,0.6231725961115608,False,0.840155698919809,0.7997056122759392,13
3,0 days,0.6153637567605288,0.6419298551437054,False,0.8046012200335021,0.7709712422884821,13
4,0 days,0.6117774674404614,0.6466824019667177,False,0.8125033147873417,0.7532471985663549,13
5,0 days,0.6147548982636436,0.6606769459455857,False,0.8166464439002417,0.7255334676750224,13
6,0 days,0.6191746332012309,0.6801006124139792,False,0.8005484547666324,0.7049090810339828,13
7,0 days,0.6288282021584917,0.6883915889785625,False,0.8000991523906749,0.6881429485916771,13
8,0 days,0.5986420588146562,0.7007105368671372,False,0.8234841336486161,0.6634374903290265,13
9,0 days,0.6184414325171427,0.7139214238472584,False,0.842778983936515,0.6378835711338565,13
10,0 days,0.6164042266578257,0.7245059085583352,False,0.8502131931243404,0.6177037943943576,13
11,0 days,0.6039280428580582,0.7392167607688573,False,0.8781608593079352,0.593326294470089,13
12,0 days,0.6191639002651608,0.7505584931898656,False,0.8609500835018773,0.5709044715993845,13
13,0 days,0.6221439755413217,0.7635766329309005,False,0.8743883124602738,0.5466092383094512,13
14,0 days,0.6319973073570918,0.7708426701977628,False,0.90704450620118,0.5270382153923965,13
15,0 days,0.6105845669673844,0.7796567990553412,False,0.9209396223868093,0.5067009812385723,13
16,0 days,0.6175876878821004,0.7921524794303288,False,0.9407136273640458,0.4861969690939696,13
17,0 days,0.6181965720305937,0.8055887929054822,False,0.9574122480166856,0.46553380991115006,13
18,0 days,0.6280879088977733,0.8118251379516817,False,0.9659908429909778,0.44750190903769743,13
19,0 days,0.6238900497697464,0.8241403591896346,False,0.9948106504255726,0.4264670284839482,13
20,0 days,0.6204002532312267,0.833583278126372,False,1.0200663609530336,0.41005955416779094,13
