,precision,recall,f1-score,support
corona,0.7205882352941176,0.7130977130977131,0.7168234064785789,962.0
web1,0.5610278372591007,0.5097276264591439,0.5341488277268094,1028.0
web2,0.6201834862385321,0.6855983772819473,0.651252408477842,986.0
macro avg,0.6339331862639167,0.6361412389462681,0.6340748808944102,2976.0
weighted avg,0.632205449088202,0.633736559139785,0.6319973073570918,2976.0
