,precision,recall,f1-score,support
corona,0.9618090452261306,0.9327485380116959,0.9470559129143987,1026.0
web2,0.8022922636103151,0.8805031446540881,0.8395802098950524,318.0
macro avg,0.882050654418223,0.906625841332892,0.8933180614047256,1344.0
weighted avg,0.9240662352902457,0.9203869047619048,0.9216263938964284,1344.0
