,precision,recall,f1-score,support
corona,0.5186915887850467,0.75,0.6132596685082873,148.0
web1,0.7516556291390728,0.460446247464503,0.5710691823899371,986.0
web2,0.6213292117465224,0.8220858895705522,0.7077464788732394,978.0
macro avg,0.6305588098902141,0.6775107123450184,0.6306917765904879,2112.0
weighted avg,0.6749804803785093,0.6482007575757576,0.6373166198455174,2112.0
