epoch,duration,f1_test,f1_train,last_is_best,loss_test,loss_train,max_record_id
1,0 days,0.5982918727003383,0.5533520636676956,False,0.7552777808724027,0.8113343840681212,8
2,0 days,0.598784979026405,0.6021758037746213,False,0.741984944451939,0.753128196862753,8
3,0 days,0.5903043387852296,0.6226565734738292,False,0.7659259709444913,0.7248561953783929,8
4,0 days,0.5786715360618154,0.642000825739405,False,0.7503789532365222,0.6959571091646559,8
5,0 days,0.636104810526865,0.6514196240656907,False,0.7120582858721415,0.6764536191908161,8
6,0 days,0.6344519543557214,0.672676935361921,False,0.7094040666565751,0.6485788901423694,8
7,0 days,0.6280090616937184,0.6877873868346718,False,0.7251117929364695,0.6226180993885583,8
8,0 days,0.6254509920589956,0.7095746222651532,False,0.7369203910683141,0.5955358666650364,8
9,0 days,0.6373166198455174,0.726610187588311,False,0.7413353798064318,0.5679396562808462,8
10,0 days,0.6368919564232065,0.7382301398728548,False,0.7528396108836839,0.5478135694501999,8
