,precision,recall,f1-score,support
corona,0.6515151515151515,0.2945205479452055,0.4056603773584906,146.0
web1,0.6189516129032258,0.6195761856710393,0.6192637418053454,991.0
web2,0.6451612903225806,0.6974358974358974,0.6702809265648102,975.0
macro avg,0.6385426849136526,0.5371775436840475,0.5650683485762155,2112.0
weighted avg,0.6333023288697088,0.6330492424242424,0.628049567530363,2112.0
