epoch,duration,f1_test,f1_train,loss_test,loss_train
1,0 days 00:41:02.759023,0.6336396089936637,0.6568116209699635,0.757208345869243,0.7385134165170298
2,0 days 00:40:27.472922,0.6553996396805054,0.6755257196898453,0.7299788358609016,0.6968264050401859
3,0 days 00:39:43.200905,0.6497080187159556,0.6888103486415844,0.7386846742317166,0.6739623843136852
