,precision,recall,f1-score,support
corona,0.676,0.8792924037460979,0.7643600180913614,961.0
web1,0.6401098901098901,0.4573110893032385,0.5334859759587866,1019.0
web2,0.6749482401656315,0.6763485477178424,0.6756476683937824,964.0
macro avg,0.6636860434251739,0.6709840135890595,0.6578312208146435,2944.0
weighted avg,0.6632330440019182,0.6667798913043478,0.6553996396805054,2944.0
