,precision,recall,f1-score,support
corona,0.8493317132442284,0.8381294964028777,0.8436934218467108,834.0
web2,0.8651348651348651,0.8747474747474747,0.8699146157709694,990.0
macro avg,0.8572332891895468,0.8564384855751762,0.8568040188088402,1824.0
weighted avg,0.8579090818690805,0.8580043859649122,0.8579253198648117,1824.0
