epoch,duration,f1_test,f1_train,last_is_best,loss_test,loss_train,max_record_id
1,0 days,0.5873897772021411,0.5807224813673895,False,0.8321984326967629,0.8624111649657702,30
2,0 days,0.5959166654738186,0.6231725961115608,False,0.840155698919809,0.7997056122759392,30
3,0 days,0.6153637567605288,0.6419298551437054,False,0.8046012200335021,0.7709712422884821,30
4,0 days,0.6117774674404614,0.6466824019667177,False,0.8125033147873417,0.7532471985663549,30
5,0 days,0.6147548982636436,0.6606769459455857,False,0.8166464439002417,0.7255334676750224,30
6,0 days,0.6191746332012309,0.6801006124139792,False,0.8005484547666324,0.7049090810339828,30
7,0 days,0.6288282021584917,0.6883915889785625,False,0.8000991523906749,0.6881429485916771,30
8,0 days,0.5986420588146562,0.7007105368671372,False,0.8234841336486161,0.6634374903290265,30
9,0 days,0.6184414325171427,0.7139214238472584,False,0.842778983936515,0.6378835711338565,30
10,0 days,0.6164042266578257,0.7245059085583352,False,0.8502131931243404,0.6177037943943576,30
11,0 days,0.6039280428580582,0.7392167607688573,False,0.8781608593079352,0.593326294470089,30
12,0 days,0.6191639002651608,0.7505584931898656,False,0.8609500835018773,0.5709044715993845,30
13,0 days,0.6221439755413217,0.7635766329309005,False,0.8743883124602738,0.5466092383094512,30
14,0 days,0.6319973073570918,0.7708426701977628,False,0.90704450620118,0.5270382153923965,30
15,0 days,0.6105845669673844,0.7796567990553412,False,0.9209396223868093,0.5067009812385723,30
16,0 days,0.6175876878821004,0.7921524794303288,False,0.9407136273640458,0.4861969690939696,30
17,0 days,0.6181965720305937,0.8055887929054822,False,0.9574122480166856,0.46553380991115006,30
18,0 days,0.6280879088977733,0.8118251379516817,False,0.9659908429909778,0.44750190903769743,30
19,0 days,0.6238900497697464,0.8241403591896346,False,0.9948106504255726,0.4264670284839482,30
20,0 days,0.6204002532312267,0.833583278126372,False,1.0200663609530336,0.41005955416779094,30
21,0 days,0.8306904229098134,0.8059370050460836,False,0.3632761759142722,0.41100614259560264,30
22,0 days,0.8193656832418365,0.840197221103154,False,0.36852374096070567,0.3520024454882068,30
23,0 days,0.8446829506320699,0.8483972841252935,False,0.34621142596006393,0.3325414476735938,30
24,0 days,0.8467064030005598,0.8621314153293211,False,0.34111716454067537,0.3112125912561051,30
25,0 days,0.8659212869834557,0.8732212316530096,False,0.3193218652759829,0.29333018000808453,30
26,0 days,0.8644160459276402,0.8771213630407552,False,0.321499971011954,0.2840171319642855,30
27,0 days,0.8649226497564712,0.885945306428715,False,0.3096151474502779,0.2675931239200215,30
28,0 days,0.8533273954087112,0.8920032604696444,False,0.3333721136854541,0.2532742656166515,30
29,0 days,0.8572480951981808,0.8962840208984024,False,0.33409843233323866,0.23906517386316292,30
30,0 days,0.8579296123828544,0.9048562471850566,False,0.3558788213037675,0.22083729933646898,30
31,0 days,0.8704539331474205,0.9125452706530472,False,0.33659923833704763,0.2058765785167775,30
32,0 days,0.8525666917670961,0.9168222091269334,False,0.3760098037460158,0.19882106991304505,30
33,0 days,0.8644005450041808,0.9235081383091893,False,0.3671840400465073,0.18674974531055458,30
34,0 days,0.8674208244397268,0.9289264859160065,False,0.3699452199883038,0.1706232534601323,30
35,0 days,0.8539153625199323,0.9329601499826924,False,0.3950432904304997,0.16189616505477217,30
36,0 days,0.8573578923667862,0.9344670278657041,False,0.37098823631963423,0.1582050625264885,30
37,0 days,0.8181884852431757,0.9396324410637801,False,0.5039590974488566,0.14667825174007204,30
38,0 days,0.8677876286955143,0.9445527890493894,False,0.41631001306156956,0.13998287298055667,30
39,0 days,0.8518181303062842,0.9444252890262552,False,0.4237921325670135,0.13022967560532234,30
40,0 days,0.8618476933168636,0.9503475685516576,False,0.47351097375635176,0.12769595904260753,30
