,precision,recall,f1-score,support
corona,0.8210526315789474,0.8827160493827161,0.8507684680218146,972.0
web2,0.8785942492012779,0.8152173913043478,0.8457201435161457,1012.0
macro avg,0.8498234403901126,0.8489667203435319,0.8482443057689801,1984.0
weighted avg,0.8504034970193701,0.8482862903225806,0.8481934154009794,1984.0
