,precision,recall,f1-score,support
corona,0.7876543209876543,0.7994987468671679,0.7935323383084577,798.0
web1,0.6331923890063424,0.5942460317460317,0.6131013306038895,1008.0
web2,0.6311320754716981,0.6623762376237624,0.6463768115942029,1010.0
macro avg,0.683992928488565,0.6853736720789874,0.6843368268355167,2816.0
weighted avg,0.6762249547205101,0.6768465909090909,0.6761667354151331,2816.0
