,precision,recall,f1-score,support
corona,0.7714285714285715,0.675,0.72,40.0
web2,0.9727463312368972,0.9830508474576272,0.9778714436248682,472.0
macro avg,0.8720874513327344,0.8290254237288136,0.848935721812434,512.0
weighted avg,0.9570183812518718,0.958984375,0.9577252370916755,512.0
