,precision,recall,f1-score,support
corona,0.6775119617224881,0.735202492211838,0.7051792828685259,963.0
web1,0.5621301775147929,0.46296296296296297,0.5077498663816141,1026.0
web2,0.6279926335174953,0.690982776089159,0.6579835986493006,987.0
macro avg,0.6225449242515921,0.6297160770879867,0.623637582633147,2976.0
weighted avg,0.6213099161796712,0.6266801075268817,0.6214612984465008,2976.0
