,precision,recall,f1-score,support
corona,0.8337053571428571,0.7740932642487046,0.8027941966684579,965.0
web1,0.9917864476386037,0.9461312438785504,0.968421052631579,1021.0
web2,0.7622061482820977,0.8515151515151516,0.8043893129770993,990.0
macro avg,0.8625659843545194,0.8572465532141355,0.8585348540923787,2976.0
weighted avg,0.8641544756321062,0.8588709677419355,0.8601477534842851,2976.0
