,precision,recall,f1-score,support
corona,0.5728155339805825,0.36645962732919257,0.446969696969697,161.0
web1,0.6317280453257791,0.6710130391173521,0.6507782101167315,997.0
web2,0.6431578947368422,0.640461215932914,0.6418067226890756,954.0
macro avg,0.6159004913477346,0.5593112941264863,0.5798515432585014,2112.0
weighted avg,0.6323999970358063,0.6339962121212122,0.6311892093484284,2112.0
