,precision,recall,f1-score,support
corona,0.9642126789366053,0.9651995905834186,0.9647058823529412,977.0
web1,0.9662027833001988,0.9652432969215492,0.9657228017883756,1007.0
macro avg,0.9652077311184021,0.965221443752484,0.9652143420706584,1984.0
weighted avg,0.9652227772703446,0.9652217741935484,0.9652220304736481,1984.0
