epoch,duration,f1_test,f1_train,last_is_best,loss_test,loss_train,max_record_id
1,0 days,0.947051241642247,0.9241881173629365,False,0.13938119385631814,0.18217187110020452,8
2,0 days,0.9561480234598472,0.9508032779436796,False,0.11212379461334597,0.12794888209566535,8
3,0 days,0.952584521145804,0.9580824349575184,False,0.12415635258319878,0.11089289865744521,8
4,0 days,0.9611911037614832,0.9617220232090827,False,0.10070470663448496,0.09887527888098425,8
5,0 days,0.9367602104544521,0.9698792523837967,False,0.18308779776036258,0.07887288219207546,8
6,0 days,0.9520946809578444,0.9735191901747515,False,0.13507250417023897,0.07066945200337164,8
7,0 days,0.9642165738063104,0.9776606073827232,False,0.1197790126166036,0.057865314664371524,8
8,0 days,0.9637090133965375,0.9790408625834545,False,0.10406218610718966,0.053830865891201486,8
9,0 days,0.9652220304736481,0.98519052418199,False,0.10857783832151684,0.04082423325788873,8
10,0 days,0.964216337300543,0.9843123021227211,False,0.12270895275991454,0.042961647503553,8
11,0 days,0.8396875974681947,0.8315908194970205,False,0.3990531514088313,0.42286105587441014,8
12,0 days,0.8618252353605922,0.8692962272019017,False,0.35253250054133833,0.3313764585132267,8
13,0 days,0.8745209370397943,0.884945282030431,False,0.317779584517402,0.29915908212091197,8
14,0 days,0.8674710419526015,0.8940210234158509,False,0.346834588916071,0.2695610943962546,8
15,0 days,0.8739141374325,0.9071591182704709,False,0.32993276281061995,0.24361336146566,8
16,0 days,0.8808885191007814,0.9140420543590333,False,0.3522822285691897,0.22383478527918538,8
17,0 days,0.8798129937786119,0.920786240376568,False,0.3383058686089772,0.2033871841382853,8
18,0 days,0.883328814265155,0.9286104338830588,False,0.3485583475520534,0.18472301464946195,8
19,0 days,0.8874913608802494,0.9359701701713786,False,0.33884426895328745,0.16416191325129512,8
20,0 days,0.8719057531946818,0.9413645404700856,False,0.4088463722377695,0.15468131178581618,8
