,precision,recall,f1-score,support
corona,0.7199558985667034,0.8213836477987422,0.7673325499412456,795.0
web1,0.6742138364779874,0.5312190287413281,0.5942350332594235,1009.0
web2,0.6104129263913824,0.6719367588932806,0.6396989651928504,1012.0
macro avg,0.668194220478691,0.6748464784777837,0.6670888494645064,2816.0
weighted avg,0.6641990702680745,0.6637073863636364,0.6594417182305444,2816.0
