,precision,recall,f1-score,support
corona,0.705237515225335,0.8391304347826087,0.7663798808735937,690.0
web1,0.696319018404908,0.6742574257425743,0.6851106639839035,1010.0
web2,0.6951631046119235,0.6255060728744939,0.6584976025572723,988.0
macro avg,0.6989065460807221,0.712964644466559,0.7033293824715897,2688.0
weighted avg,0.698183497563623,0.6986607142857143,0.6961902975271976,2688.0
