epoch,duration,f1_test,f1_train,loss_test,loss_train
1,0 days 00:04:31.258590,0.936218369588557,0.9027111575361543,0.14454072088784492,0.22687243054803005
2,0 days 00:04:33.526585,0.9425537109375,0.9337767179193878,0.14750985036628522,0.16028667809363276
3,0 days 00:04:34.266751,0.9319235633829708,0.9507954080476678,0.15667124287912462,0.13787553927070967
4,0 days 00:04:29.565289,0.9357897151718642,0.9521497014459583,0.15260232097647164,0.11716592448464724
5,0 days 00:04:22.297056,0.9332312946098941,0.9583494977832371,0.16219524866186277,0.10564885289173911
