,precision,recall,f1-score,support
corona,0.8260869565217391,0.4634146341463415,0.59375,41.0
web2,0.9550102249488752,0.9915074309978769,0.9729166666666667,471.0
macro avg,0.8905485907353072,0.7274610325721091,0.7833333333333333,512.0
weighted avg,0.9446862913443584,0.94921875,0.9425537109375,512.0
