,precision,recall,f1-score,support
corona,0.5384615384615384,0.1794871794871795,0.2692307692307692,39.0
web1,0.7302737520128825,0.8953603158933859,0.8044345898004434,1013.0
web2,0.5823293172690763,0.32079646017699115,0.41369472182596295,452.0
macro avg,0.6170215359144992,0.4652146518525188,0.4957866936190585,1504.0
weighted avg,0.6808378737996492,0.7041223404255319,0.6731264984928088,1504.0
