epoch,duration,f1_test,f1_train,loss_test,loss_train
1,0 days 00:15:11.147020,0.6367091694794882,0.6003082443718837,0.6121842225183796,0.7088349909789458
2,0 days 00:15:21.571969,0.6634673099201165,0.6525174576896018,0.6353922015577359,0.6407865056617249
3,0 days 00:15:44.196957,0.6511471818261202,0.6724036010881453,0.6020603925577132,0.6147228387565443
4,0 days 00:15:28.146841,0.6731264984928088,0.7022699194925728,0.5697478370816886,0.5771084118406259
5,0 days 00:14:53.018975,0.655446298236184,0.7181770969111507,0.6675003831239317,0.5550081591669572
