,precision,recall,f1-score,support
corona,0.8316610925306578,0.7762747138397502,0.8030139935414423,961.0
web1,0.6017441860465116,0.6046738072054528,0.6032054395337544,1027.0
web2,0.5931232091690545,0.6285425101214575,0.6103194103194104,988.0
macro avg,0.6755094959154079,0.6698303437222202,0.6721796144648691,2976.0
weighted avg,0.6731261154740442,0.668010752688172,0.670088713571932,2976.0
